Question,Answer
Sam has 20 marbles and he loses 9 marbles - How many marbles does Sam have left?,twenty-nine
A store sells 5 candies and 14 candies are left - How many candies were sold in total?,nineteen
There are 3 pencils in one box and 12 pencils in another box - How many pencils are there altogether?,fifteen
A baker has 2 muffins and bakes 4 more muffins - How many muffins does the baker have now?,six
A baker has 12 muffins and bakes 1 more muffins - How many muffins does the baker have now?,thirteen
If a shop sells 9 toys on Monday and 7 toys on Tuesday - how many toys were sold in total?,sixteen
If a shop sells 9 toys on Monday and 12 toys on Tuesday - how many toys were sold in total?,twenty-one
If a shop sells 9 toys on Monday and 17 toys on Tuesday - how many toys were sold in total?,twenty-six
A baker has 9 muffins and bakes 8 more muffins - How many muffins does the baker have now?,seventeen
A store sells 3 candies and 4 candies are left - How many candies were sold in total?,seven
If a shop sells 19 toys on Monday and 8 toys on Tuesday - how many toys were sold in total?,twenty-seven
There are 6 pencils in one box and 10 pencils in another box - How many pencils are there altogether?,sixteen
A train travels 1 miles in the morning and 11 miles in the evening - What is the total distance traveled?,twelve
A baker has 13 muffins and bakes 16 more muffins - How many muffins does the baker have now?,twenty-nine
Sam has 13 marbles and he loses 2 marbles - How many marbles does Sam have left?,fifteen
A store sells 16 candies and 12 candies are left - How many candies were sold in total?,twenty-eight
A train travels 14 miles in the morning and 16 miles in the evening - What is the total distance traveled?,thirty
A store sells 17 candies and 15 candies are left - How many candies were sold in total?,thirty-two
A train travels 4 miles in the morning and 11 miles in the evening - What is the total distance traveled?,fifteen
A store sells 6 candies and 18 candies are left - How many candies were sold in total?,twenty-four
A store sells 4 candies and 9 candies are left - How many candies were sold in total?,thirteen
If a shop sells 10 toys on Monday and 14 toys on Tuesday - how many toys were sold in total?,twenty-four
A baker has 4 muffins and bakes 7 more muffins - How many muffins does the baker have now?,eleven
If 16 apples are added to 15 apples - how many apples are there in total?,thirty-one
A store sells 18 candies and 5 candies are left - How many candies were sold in total?,twenty-three
Sam has 18 marbles and he loses 13 marbles - How many marbles does Sam have left?,thirty-one
Sam has 12 marbles and he loses 17 marbles - How many marbles does Sam have left?,twenty-nine
Sam has 9 marbles and he loses 8 marbles - How many marbles does Sam have left?,seventeen
If 9 apples are added to 16 apples - how many apples are there in total?,twenty-five
If a shop sells 11 toys on Monday and 4 toys on Tuesday - how many toys were sold in total?,fifteen
A train travels 18 miles in the morning and 20 miles in the evening - What is the total distance traveled?,thirty-eight
A train travels 9 miles in the morning and 20 miles in the evening - What is the total distance traveled?,twenty-nine
If 15 apples are added to 11 apples - how many apples are there in total?,twenty-six
A baker has 4 muffins and bakes 18 more muffins - How many muffins does the baker have now?,twenty-two
A baker has 3 muffins and bakes 17 more muffins - How many muffins does the baker have now?,twenty
A baker has 6 muffins and bakes 9 more muffins - How many muffins does the baker have now?,fifteen
A store sells 10 candies and 11 candies are left - How many candies were sold in total?,twenty-one
A store sells 13 candies and 5 candies are left - How many candies were sold in total?,eighteen
A store sells 20 candies and 17 candies are left - How many candies were sold in total?,thirty-seven
There are 17 pencils in one box and 9 pencils in another box - How many pencils are there altogether?,twenty-six
A baker has 2 muffins and bakes 7 more muffins - How many muffins does the baker have now?,nine
There are 8 pencils in one box and 12 pencils in another box - How many pencils are there altogether?,twenty
If 14 apples are added to 15 apples - how many apples are there in total?,twenty-nine
If 3 apples are added to 20 apples - how many apples are there in total?,twenty-three
If a shop sells 2 toys on Monday and 16 toys on Tuesday - how many toys were sold in total?,eighteen
There are 12 pencils in one box and 4 pencils in another box - How many pencils are there altogether?,sixteen
A baker has 7 muffins and bakes 12 more muffins - How many muffins does the baker have now?,nineteen
A train travels 12 miles in the morning and 15 miles in the evening - What is the total distance traveled?,twenty-seven
Sam has 11 marbles and he loses 6 marbles - How many marbles does Sam have left?,seventeen
There are 4 pencils in one box and 18 pencils in another box - How many pencils are there altogether?,twenty-two
A train travels 5 miles in the morning and 14 miles in the evening - What is the total distance traveled?,nineteen
A baker has 16 muffins and bakes 20 more muffins - How many muffins does the baker have now?,thirty-six
A baker has 16 muffins and bakes 15 more muffins - How many muffins does the baker have now?,thirty-one
If a shop sells 10 toys on Monday and 7 toys on Tuesday - how many toys were sold in total?,seventeen
There are 20 pencils in one box and 14 pencils in another box - How many pencils are there altogether?,thirty-four
Sam has 6 marbles and he loses 1 marbles - How many marbles does Sam have left?,seven
A baker has 2 muffins and bakes 9 more muffins - How many muffins does the baker have now?,eleven
Sam has 17 marbles and he loses 10 marbles - How many marbles does Sam have left?,twenty-seven
If 1 apples are added to 18 apples - how many apples are there in total?,nineteen
Sam has 12 marbles and he loses 19 marbles - How many marbles does Sam have left?,thirty-one
There are 20 pencils in one box and 20 pencils in another box - How many pencils are there altogether?,forty
A baker has 8 muffins and bakes 9 more muffins - How many muffins does the baker have now?,seventeen
A store sells 17 candies and 19 candies are left - How many candies were sold in total?,thirty-six
A train travels 13 miles in the morning and 10 miles in the evening - What is the total distance traveled?,twenty-three
There are 19 pencils in one box and 12 pencils in another box - How many pencils are there altogether?,thirty-one
There are 19 pencils in one box and 7 pencils in another box - How many pencils are there altogether?,twenty-six
Sam has 9 marbles and he loses 4 marbles - How many marbles does Sam have left?,thirteen
There are 19 pencils in one box and 12 pencils in another box - How many pencils are there altogether?,thirty-one
A train travels 8 miles in the morning and 1 miles in the evening - What is the total distance traveled?,nine
A train travels 10 miles in the morning and 3 miles in the evening - What is the total distance traveled?,thirteen
If 9 apples are added to 19 apples - how many apples are there in total?,twenty-eight
A baker has 16 muffins and bakes 12 more muffins - How many muffins does the baker have now?,twenty-eight
A baker has 20 muffins and bakes 6 more muffins - How many muffins does the baker have now?,twenty-six
If 3 apples are added to 8 apples - how many apples are there in total?,eleven
If a shop sells 6 toys on Monday and 19 toys on Tuesday - how many toys were sold in total?,twenty-five
A baker has 4 muffins and bakes 17 more muffins - How many muffins does the baker have now?,twenty-one
Sam has 14 marbles and he loses 17 marbles - How many marbles does Sam have left?,thirty-one
If 11 apples are added to 4 apples - how many apples are there in total?,fifteen
If 20 apples are added to 16 apples - how many apples are there in total?,thirty-six
Sam has 11 marbles and he loses 12 marbles - How many marbles does Sam have left?,twenty-three
There are 16 pencils in one box and 9 pencils in another box - How many pencils are there altogether?,twenty-five
Sam has 4 marbles and he loses 12 marbles - How many marbles does Sam have left?,sixteen
A baker has 7 muffins and bakes 11 more muffins - How many muffins does the baker have now?,eighteen
